subject_id,title,,authority_id,xml,,
4098,"Forum Boarium (Rome, Italy)",http://id.loc.gov/authorities/subjects/sh90002108,sh90002108,http://id.loc.gov/authorities/subjects/sh90002108.marcxml.xml,,
3957,Forum (Pompeii),http://id.loc.gov/authorities/subjects/sh99003347,sh99003347,http://id.loc.gov/authorities/subjects/sh99003347.marcxml.xml,,
3909,"Forum of Augustus (Rome, Italy)",http://id.loc.gov/authorities/subjects/sh96002146,sh96002146,http://id.loc.gov/authorities/subjects/sh96002146.marcxml.xml,,
4701,"Forum of Augustus (Rome, Italy)",http://id.loc.gov/authorities/subjects/sh96002146,sh96002146,http://id.loc.gov/authorities/subjects/sh96002146.marcxml.xml,,
3895,"Forum of Caesar (Rome, Italy)",http://id.loc.gov/authorities/subjects/sh91003138,sh91003138,http://id.loc.gov/authorities/subjects/sh91003138.marcxml.xml,,
3920,"Forum of Nerva (Rome, Italy)",http://id.loc.gov/authorities/subjects/sh92002376,sh92002376,http://id.loc.gov/authorities/subjects/sh92002376.marcxml.xml,,
4702,"Forum of Nerva (Rome, Italy)",http://id.loc.gov/authorities/subjects/sh92002376,sh92002376,http://id.loc.gov/authorities/subjects/sh92002376.marcxml.xml,,
3921,"Forum of Trajan (Rome, Italy)",http://id.loc.gov/authorities/subjects/sh94004091,sh94004091,http://id.loc.gov/authorities/subjects/sh94004091.marcxml.xml,,
4621,"Forum of Trajan (Rome, Italy)",http://id.loc.gov/authorities/subjects/sh94004091,sh94004091,http://id.loc.gov/authorities/subjects/sh94004091.marcxml.xml,,
3986,"Forum Holitorium (Rome, Italy)",http://id.loc.gov/authorities/subjects/sh2016000307,sh2016000307,http://id.loc.gov/authorities/subjects/sh2016000307.marcxml.xml,,
3818,"Roman Forum (Rome, Italy)",http://id.loc.gov/authorities/subjects/sh85114930,sh85114930,http://id.loc.gov/authorities/subjects/sh85114930.marcxml.xml,,
4697,"Roman Forum (Rome, Italy)",http://id.loc.gov/authorities/subjects/sh85114930,sh85114930,http://id.loc.gov/authorities/subjects/sh85114930.marcxml.xml,,
7418,$aFortification,http://id.loc.gov/authorities/subjects/sh85050919,sh85050919,http://id.loc.gov/authorities/subjects/sh85050919.marcxml.xml,,
7155,Fortification,http://id.loc.gov/authorities/subjects/sh85050919,sh85050919,http://id.loc.gov/authorities/subjects/sh85050919.marcxml.xml,,
3145,Forum (Pompeii),http://id.loc.gov/authorities/subjects/sh99003347,sh99003347,http://id.loc.gov/authorities/subjects/sh99003347.marcxml.xml,,
7092,"Foss, Lukas,$d1922-2009",http://id.loc.gov/authorities/names/n80158653,n80158653,http://id.loc.gov/authorities/names/n80158653.marcxml.xml,,
4346,"Photography, Panoramic.",http://id.loc.gov/authorities/subjects/sh85101295,sh85101295,http://id.loc.gov/authorities/subjects/sh85101295.marcxml.xml,,
5618,Fountains,http://id.loc.gov/authorities/subjects/sh85051067,sh85051067,http://id.loc.gov/authorities/subjects/sh85051067.marcxml.xml,,
2123,Fountains$zItaly$zRome,http://id.loc.gov/authorities/subjects/sh2008121120,sh2008121120,http://id.loc.gov/authorities/subjects/sh2008121120.marcxml.xml,,
7237,Entrance halls,http://id.loc.gov/authorities/subjects/sh85044144,sh85044144,http://id.loc.gov/authorities/subjects/sh85044144.marcxml.xml,,
7179,Vienne (France),http://id.loc.gov/authorities/names/n80139195,n80139195,http://id.loc.gov/authorities/names/n80139195.marcxml.xml,,
7153,Brittany (France),http://id.loc.gov/authorities/names/n81011160,n81011160,http://id.loc.gov/authorities/names/n81011160.marcxml.xml,,
7135,Languedoc-Roussillon (France),http://id.loc.gov/authorities/names/n80109291,n80109291,http://id.loc.gov/authorities/names/n80109291.marcxml.xml,,
6700,Blois (France),http://id.loc.gov/authorities/names/n80125707,n80125707,http://id.loc.gov/authorities/names/n80125707.marcxml.xml,,
7162,Rhône-Alpes (France),http://id.loc.gov/authorities/names/n80123342,n80123342,http://id.loc.gov/authorities/names/n80123342.marcxml.xml,,
6618,Meurthe-et-Moselle (France),http://id.loc.gov/authorities/names/n81124885,n81124885,http://id.loc.gov/authorities/names/n81124885.marcxml.xml,,
3355,Frankfurt am Main (Germany),http://id.loc.gov/authorities/names/n79149017,n79149017,http://id.loc.gov/authorities/names/n79149017.marcxml.xml,,
7104,"Franklin, Carmela Vircillo",http://id.loc.gov/authorities/names/n82003931,n82003931,http://id.loc.gov/authorities/names/n82003931.marcxml.xml,,
3041,Frascati (Italy),http://id.loc.gov/authorities/names/n80109329,n80109329,http://id.loc.gov/authorities/names/n80109329.marcxml.xml,,
7219,Académie française,http://id.loc.gov/authorities/names/n50052672,n50052672,http://id.loc.gov/authorities/names/n50052672.marcxml.xml,,
7375,Mural painting and decoration,http://id.loc.gov/authorities/subjects/sh2002002053,sh2002002053,http://id.loc.gov/authorities/subjects/sh2002002053.marcxml.xml,,
7133,Friezes,http://id.loc.gov/authorities/subjects/sh85052019,sh85052019,http://id.loc.gov/authorities/subjects/sh85052019.marcxml.xml,,
2175,Galleria Nazionale d'Arte Antica (Italy),http://id.loc.gov/authorities/names/n83197050,n83197050,http://id.loc.gov/authorities/names/n83197050.marcxml.xml,,
2062,"Gallienus, Publius Licinius Egnatius, Emperor of Rome, 233?-268",http://id.loc.gov/authorities/names/n80123081,n80123081,http://id.loc.gov/authorities/names/n80123081.marcxml.xml,,
6159,Gandolfi family,http://id.loc.gov/authorities/subjects/sh00009304,sh00009304,http://id.loc.gov/authorities/subjects/sh00009304.marcxml.xml,,
7238,Gardens,http://id.loc.gov/authorities/subjects/sh85053101,sh85053101,http://id.loc.gov/authorities/subjects/sh85053101.marcxml.xml,,
5619,150 \\ $aGardens,http://id.loc.gov/authorities/subjects/sh85053101,sh85053101,http://id.loc.gov/authorities/subjects/sh85053101.marcxml.xml,,
5730,150 \\ $aGardens$xDesign,http://id.loc.gov/authorities/subjects/sh85053102,sh85053102,http://id.loc.gov/authorities/subjects/sh85053102.marcxml.xml,,
6330,150 \\ $aGardens$zEngland,http://id.loc.gov/authorities/subjects/sh85053109,sh85053109,http://id.loc.gov/authorities/subjects/sh85053109.marcxml.xml,,
6070,Gardens$zItaly,http://id.loc.gov/authorities/subjects/sh85053113,sh85053113,http://id.loc.gov/authorities/subjects/sh85053113.marcxml.xml,,
6348,Gardens$zJapan,http://id.loc.gov/authorities/subjects/sh85053114,sh85053114,http://id.loc.gov/authorities/subjects/sh85053114.marcxml.xml,,
7414,"Gardens, Italian",http://id.loc.gov/authorities/subjects/sh85053135,sh85053135,http://id.loc.gov/authorities/subjects/sh85053135.marcxml.xml,,
7120,Gardens$zItaly,http://id.loc.gov/authorities/subjects/sh85053113,sh85053113,http://id.loc.gov/authorities/subjects/sh85053113.marcxml.xml,,
7239,Gates,http://id.loc.gov/authorities/subjects/sh85053505,sh85053505,http://id.loc.gov/authorities/subjects/sh85053505.marcxml.xml,,
256,Gaul,http://id.loc.gov/authorities/subjects/sh85053538,sh85053538,http://id.loc.gov/authorities/subjects/sh85053538.marcxml.xml,,
4753,Djemila (Algeria),http://id.loc.gov/authorities/names/no2009178578,no2009178578,http://id.loc.gov/authorities/names/no2009178578.marcxml.xml,,
6622,Mittelfranken (Germany),http://id.loc.gov/authorities/names/n80160454,n80160454,http://id.loc.gov/authorities/names/n80160454.marcxml.xml,,
4031,"Giardino di Boboli (Florence, Italy)",http://id.loc.gov/authorities/subjects/sh88005711,sh88005711,http://id.loc.gov/authorities/subjects/sh88005711.marcxml.xml,,
5898,"Giardino di Boboli (Florence, Italy)",http://id.loc.gov/authorities/subjects/sh88005711,sh88005711,http://id.loc.gov/authorities/subjects/sh88005711.marcxml.xml,,
3337,Gibraltar,http://id.loc.gov/authorities/names/n81103161,n81103161,http://id.loc.gov/authorities/names/n81103161.marcxml.xml,,
318,Glass,http://id.loc.gov/authorities/subjects/sh85055102,sh85055102,http://id.loc.gov/authorities/subjects/sh85055102.marcxml.xml,,
5419,Glyptothek München,http://id.loc.gov/authorities/names/n50054181,n50054181,http://id.loc.gov/authorities/names/n50054181.marcxml.xml,,
3357,Goslar (Germany),http://id.loc.gov/authorities/names/n80046633,n80046633,http://id.loc.gov/authorities/names/n80046633.marcxml.xml,,
6757,"Palazzo della Gran Guardia (Verona, Italy)",http://id.loc.gov/authorities/names/nb2012004139,nb2012004139,http://id.loc.gov/authorities/names/nb2012004139.marcxml.xml,,
6804,Granada (Spain),http://id.loc.gov/authorities/names/n80001328,n80001328,http://id.loc.gov/authorities/names/n80001328.marcxml.xml,,
7091,"Green, Elliott,$d1960- ",http://id.loc.gov/authorities/names/nr97020789,nr97020789,http://id.loc.gov/authorities/names/nr97020789.marcxml.xml,,
7269,Grumento Nova (Italy),http://id.loc.gov/authorities/names/n2009072145,n2009072145,http://id.loc.gov/authorities/names/n2009072145.marcxml.xml,,
7276,Grumento Nova (Italy),http://id.loc.gov/authorities/names/n2009072145,n2009072145,http://id.loc.gov/authorities/names/n2009072145.marcxml.xml,,
3239,Gubbio (Italy),http://id.loc.gov/authorities/names/n81035846,n81035846,http://id.loc.gov/authorities/names/n81035846.marcxml.xml,,
5574,"Arch of Hadrian (Athens, Greece)",http://id.loc.gov/authorities/subjects/sh2001009808,sh2001009808,http://id.loc.gov/authorities/subjects/sh2001009808.marcxml.xml,,
3682,"Hadrian's Villa (Tivoli, Italy)",http://id.loc.gov/authorities/subjects/sh85058208,sh85058208,http://id.loc.gov/authorities/subjects/sh85058208.marcxml.xml,,
3351,Hanau (Germany),http://id.loc.gov/authorities/names/n81146665,n81146665,http://id.loc.gov/authorities/names/n81146665.marcxml.xml,,
3352,Hannover (Germany),http://id.loc.gov/authorities/names/n79093323,n79093323,http://id.loc.gov/authorities/names/n79093323.marcxml.xml,,
7094,"Hanson, Howard,$d1896-1981",http://id.loc.gov/authorities/names/n79089449,n79089449,http://id.loc.gov/authorities/names/n79089449.marcxml.xml,,
3353,Heidelberg (Germany),http://id.loc.gov/authorities/names/n81096075,n81096075,http://id.loc.gov/authorities/names/n81096075.marcxml.xml,,
239,Etruria,http://id.loc.gov/authorities/names/n80082610,n80082610,http://id.loc.gov/authorities/names/n80082610.marcxml.xml,,
5108,Heracles$c(Greek mythological character),http://id.loc.gov/authorities/names/no2014084680,no2014084680,http://id.loc.gov/authorities/names/no2014084680.marcxml.xml,,
5122,Herculaneum (Extinct city),http://id.loc.gov/authorities/subjects/sh85060358,sh85060358,http://id.loc.gov/authorities/subjects/sh85060358.marcxml.xml,,
5253,Hercules$c(Roman mythological character),http://id.loc.gov/authorities/names/n2014046207,n2014046207,http://id.loc.gov/authorities/names/n2014046207.marcxml.xml,,
3309,Ordona (Italy),http://id.loc.gov/authorities/names/n92101589,n92101589,http://id.loc.gov/authorities/names/n92101589.marcxml.xml,,
5037,Vibo Valentia (Italy),http://id.loc.gov/authorities/names/n85278138,n85278138,http://id.loc.gov/authorities/names/n85278138.marcxml.xml,,
7199,Historical geography$vMaps,http://id.loc.gov/authorities/subjects/sh85054020,sh85054020,http://id.loc.gov/authorities/subjects/sh85054020.marcxml.xml,,
7078,"Hodge, Huck, 1977-",http://id.loc.gov/authorities/names/no2014033694,no2014033694,http://id.loc.gov/authorities/names/no2014033694.marcxml.xml,,
6457,"Holland House (London, England)",http://id.loc.gov/authorities/subjects/sh2013001971,sh2013001971,http://id.loc.gov/authorities/subjects/sh2013001971.marcxml.xml,,
5634,Church of the Holy Sepulchre (Jerusalem),http://id.loc.gov/authorities/names/n79129553,n79129553,http://id.loc.gov/authorities/names/n79129553.marcxml.xml,,
4036,"Horti Sallustiani (Rome, Italy)",http://id.loc.gov/authorities/subjects/sh2003001135,sh2003001135,http://id.loc.gov/authorities/subjects/sh2003001135.marcxml.xml,,
5301,Interior decoration$zFrance,http://id.loc.gov/authorities/subjects/sh2008104797,sh2008104797,http://id.loc.gov/authorities/subjects/sh2008104797.marcxml.xml,,
7319,Hungary,http://id.loc.gov/authorities/names/n79053090,n79053090,http://id.loc.gov/authorities/names/n79053090.marcxml.xml,,
7021,Idf_ (Egypt),http://id.loc.gov/authorities/names/n84094110,n84094110,http://id.loc.gov/authorities/names/n84094110.marcxml.xml,,
3350,Ilsenburg (Germany),http://id.loc.gov/authorities/names/n2008003843,n2008003843,http://id.loc.gov/authorities/names/n2008003843.marcxml.xml,,
3793,Tamil Nadu (India),http://id.loc.gov/authorities/names/n80061081,n80061081,http://id.loc.gov/authorities/names/n80061081.marcxml.xml,,
3790,Vellore (India),http://id.loc.gov/authorities/names/n86145996,n86145996,http://id.loc.gov/authorities/names/n86145996.marcxml.xml,,
496,Inscriptions,http://id.loc.gov/authorities/subjects/sh85066566,sh85066566,http://id.loc.gov/authorities/subjects/sh85066566.marcxml.xml,,
2332,"Inscriptions, Latin$zItaly",http://id.loc.gov/authorities/subjects/sh87005028,sh87005028,http://id.loc.gov/authorities/subjects/sh87005028.marcxml.xml,,
6669,Interior decoration,http://id.loc.gov/authorities/subjects/sh85067272,sh85067272,http://id.loc.gov/authorities/subjects/sh85067272.marcxml.xml,,
3125,Ischia Island (Italy),http://id.loc.gov/authorities/subjects/sh85068340,sh85068340,http://id.loc.gov/authorities/subjects/sh85068340.marcxml.xml,,
4989,"Inscriptions, Greek",http://id.loc.gov/authorities/subjects/sh85066590,sh85066590,http://id.loc.gov/authorities/subjects/sh85066590.marcxml.xml,,
3787,Islamic art,http://id.loc.gov/authorities/subjects/sh85007710,sh85007710,http://id.loc.gov/authorities/subjects/sh85007710.marcxml.xml,,
3948,"Isola Tiberina (Rome, Italy)",http://id.loc.gov/authorities/subjects/sh88005154,sh88005154,http://id.loc.gov/authorities/subjects/sh88005154.marcxml.xml,,
2912,"Isola Tiberina (Rome, Italy)",http://id.loc.gov/authorities/subjects/sh88005154,sh88005154,http://id.loc.gov/authorities/subjects/sh88005154.marcxml.xml,,
5624,Israel$xAntiquities,http://id.loc.gov/authorities/subjects/sh85068692,sh85068692,http://id.loc.gov/authorities/subjects/sh85068692.marcxml.xml,,
6767,Istanbul (Turkey),http://id.loc.gov/authorities/names/n79034985,n79034985,http://id.loc.gov/authorities/names/n79034985.marcxml.xml,,
1981,Italy,http://id.loc.gov/authorities/names/n79021783,n79021783,http://id.loc.gov/authorities/names/n79021783.marcxml.xml,,
3293,Basilicata (Italy),http://id.loc.gov/authorities/names/n79063209,n79063209,http://id.loc.gov/authorities/names/n79063209.marcxml.xml,,
7331,Matera (Italy : Province),http://id.loc.gov/authorities/names/n80123113,n80123113,http://id.loc.gov/authorities/names/n80123113.marcxml.xml,,
7330,Metaponto (Italy),http://id.loc.gov/authorities/names/n88208577,n88208577,http://id.loc.gov/authorities/names/n88208577.marcxml.xml,,
3729,Reggio di Calabria (Italy),http://id.loc.gov/authorities/names/n80132105,n80132105,http://id.loc.gov/authorities/names/n80132105.marcxml.xml,,
2371,Campania (Italy),http://id.loc.gov/authorities/names/n79011134,n79011134,http://id.loc.gov/authorities/names/n79011134.marcxml.xml,,
6092,Amalfi (Italy),http://id.loc.gov/authorities/names/n79021800,n79021800,http://id.loc.gov/authorities/names/n79021800.marcxml.xml,,
6154,Caserta (Italy),http://id.loc.gov/authorities/names/n79111444,n79111444,http://id.loc.gov/authorities/names/n79111444.marcxml.xml,,
6720,Naples (Province : Italy),http://id.loc.gov/authorities/names/n80150312,n80150312,http://id.loc.gov/authorities/names/n80150312.marcxml.xml,,
3714,Boscotrecase (Italy),http://id.loc.gov/authorities/names/n91118321,n91118321,http://id.loc.gov/authorities/names/n91118321.marcxml.xml,,
6743,Capri Island (Italy),http://id.loc.gov/authorities/subjects/sh85020000,sh85020000,http://id.loc.gov/authorities/subjects/sh85020000.marcxml.xml,,
7332,Opolontis (Extinct city),http://id.loc.gov/authorities/subjects/sh2008001736,sh2008001736,http://id.loc.gov/authorities/subjects/sh2008001736.marcxml.xml,,
3720,Paestum (Extinct city),http://id.loc.gov/authorities/subjects/sh85096568,sh85096568,http://id.loc.gov/authorities/subjects/sh85096568.marcxml.xml,,
3723,Pompeii (Extinct city),http://id.loc.gov/authorities/subjects/sh85104771,sh85104771,http://id.loc.gov/authorities/subjects/sh85104771.marcxml.xml,,
3721,Paestum (Extinct city),http://id.loc.gov/authorities/subjects/sh85096568,sh85096568,http://id.loc.gov/authorities/subjects/sh85096568.marcxml.xml,,
2368,Pompeii (Extinct city),http://id.loc.gov/authorities/subjects/sh85104771,sh85104771,http://id.loc.gov/authorities/subjects/sh85104771.marcxml.xml,,
6729,Salerno (Italy : Province),http://id.loc.gov/authorities/names/n80001034,n80001034,http://id.loc.gov/authorities/names/n80001034.marcxml.xml,,
7334,Paestum (Extinct city),http://id.loc.gov/authorities/subjects/sh85096568,sh85096568,http://id.loc.gov/authorities/subjects/sh85096568.marcxml.xml,,
2109,Caelian Hill (Italy) ,http://id.loc.gov/authorities/subjects/sh96003302,sh96003302,http://id.loc.gov/authorities/subjects/sh96003302.marcxml.xml,,
3590,Italy$xDescription and travel,http://id.loc.gov/authorities/subjects/sh85068907,sh85068907,http://id.loc.gov/authorities/subjects/sh85068907.marcxml.xml,,
6102,Bologna (Italy),http://id.loc.gov/authorities/names/n79021394,n79021394,http://id.loc.gov/authorities/names/n79021394.marcxml.xml,,
6730,Rimini (Italy : Province) ,http://id.loc.gov/authorities/names/n97121839,n97121839,http://id.loc.gov/authorities/names/n97121839.marcxml.xml,,
7335,Rome (Italy : Province),http://id.loc.gov/authorities/names/n79086777,n79086777,http://id.loc.gov/authorities/names/n79086777.marcxml.xml,,
3648,Lazio (Italy),http://id.loc.gov/authorities/names/n79006839,n79006839,http://id.loc.gov/authorities/names/n79006839.marcxml.xml,,
6090,Albano Laziale (Italy),http://id.loc.gov/authorities/names/n78047528,n78047528,http://id.loc.gov/authorities/names/n78047528.marcxml.xml,,
6117,Bracciano (Italy),http://id.loc.gov/authorities/names/n82037614,n82037614,http://id.loc.gov/authorities/names/n82037614.marcxml.xml,,
7009,Caprarola (Italy),http://id.loc.gov/authorities/names/n86119056,n86119056,http://id.loc.gov/authorities/names/n86119056.marcxml.xml,,
2210,Formia (Italy),http://id.loc.gov/authorities/names/n80049594,n80049594,http://id.loc.gov/authorities/names/n80049594.marcxml.xml,,
7337,Gaeta (Italy),http://id.loc.gov/authorities/names/nr2003015504,nr2003015504,http://id.loc.gov/authorities/names/nr2003015504.marcxml.xml,,
7338,Latina (Italy : Province),http://id.loc.gov/authorities/names/n79043898,n79043898,http://id.loc.gov/authorities/names/n79043898.marcxml.xml,,
3703,Cori (Italy),http://id.loc.gov/authorities/names/no2001058098,no2001058098,http://id.loc.gov/authorities/names/no2001058098.marcxml.xml,,
3680,"Norba (Puglia, Italy : Extinct city) ",http://id.loc.gov/authorities/subjects/sh85092393,sh85092393,http://id.loc.gov/authorities/subjects/sh85092393.marcxml.xml,,
3673,Ostia (Italy),http://id.loc.gov/authorities/names/n79046555,n79046555,http://id.loc.gov/authorities/names/n79046555.marcxml.xml,,
6559,151 \\ $aRome (Italy),http://id.loc.gov/authorities/names/n79018704,n79018704,http://id.loc.gov/authorities/names/n79018704.marcxml.xml,,
6603,151 \\ $aRome (Italy),http://id.loc.gov/authorities/names/n79018704,n79018704,http://id.loc.gov/authorities/names/n79018704.marcxml.xml,,
6160,Rome (Italy : Province),http://id.loc.gov/authorities/names/n79086777,n79086777,http://id.loc.gov/authorities/names/n79086777.marcxml.xml,,
3690,Castel Gandolfo (Italy),http://id.loc.gov/authorities/names/n50058499,n50058499,http://id.loc.gov/authorities/names/n50058499.marcxml.xml,,
3688,Frascati (Italy),http://id.loc.gov/authorities/names/n80109329,n80109329,http://id.loc.gov/authorities/names/n80109329.marcxml.xml,,
3692,Licenza (Italy),http://id.loc.gov/authorities/names/nr94042063,nr94042063,http://id.loc.gov/authorities/names/nr94042063.marcxml.xml,,
3086,Palestrina (Italy),http://id.loc.gov/authorities/names/n81046794,n81046794,http://id.loc.gov/authorities/names/n81046794.marcxml.xml,,
3683,Tivoli (Italy),http://id.loc.gov/authorities/names/n81134745,n81134745,http://id.loc.gov/authorities/names/n81134745.marcxml.xml,,
2031,Rome (Italy),http://id.loc.gov/authorities/names/n79018704,n79018704,http://id.loc.gov/authorities/names/n79018704.marcxml.xml,,
631,"Regia (Rome, Italy)",http://id.loc.gov/authorities/subjects/sh95004547,sh95004547,http://id.loc.gov/authorities/subjects/sh95004547.marcxml.xml,,
3658,Rome (Italy : Province),http://id.loc.gov/authorities/names/n79086777,n79086777,http://id.loc.gov/authorities/names/n79086777.marcxml.xml,,
3257,Via Flaminia (Italy),http://id.loc.gov/authorities/subjects/sh87002207,sh87002207,http://id.loc.gov/authorities/subjects/sh87002207.marcxml.xml,,
3656,Viterbo (Italy : Province),http://id.loc.gov/authorities/names/n80150479,n80150479,http://id.loc.gov/authorities/names/n80150479.marcxml.xml,,
7350,Sutri (Italy),http://id.loc.gov/authorities/names/n94018957,n94018957,http://id.loc.gov/authorities/names/n94018957.marcxml.xml,,
3705,Tarquinia (Italy),http://id.loc.gov/authorities/names/n79086771,n79086771,http://id.loc.gov/authorities/names/n79086771.marcxml.xml,,
6112,Viterbo (Italy),http://id.loc.gov/authorities/names/n81104344,n81104344,http://id.loc.gov/authorities/names/n81104344.marcxml.xml,,
6138,La Spezia (Italy : Province),http://id.loc.gov/authorities/names/n79070130,n79070130,http://id.loc.gov/authorities/names/n79070130.marcxml.xml,,
6078,Bergamo (Italy),http://id.loc.gov/authorities/names/n79046136,n79046136,http://id.loc.gov/authorities/names/n79046136.marcxml.xml,,
6125,Brescia (Italy),http://id.loc.gov/authorities/names/n79039793,n79039793,http://id.loc.gov/authorities/names/n79039793.marcxml.xml,,
6173,Como (Italy : Province),http://id.loc.gov/authorities/names/n81003081,n81003081,http://id.loc.gov/authorities/names/n81003081.marcxml.xml,,
6180,Florence (Italy : Province),http://id.loc.gov/authorities/names/n80070835,n80070835,http://id.loc.gov/authorities/names/n80070835.marcxml.xml,,
6157,Milan (Italy : Province),http://id.loc.gov/authorities/names/n79097457,n79097457,http://id.loc.gov/authorities/names/n79097457.marcxml.xml,,
6140,Milan (Italy : Province),http://id.loc.gov/authorities/names/n79097457,n79097457,http://id.loc.gov/authorities/names/n79097457.marcxml.xml,,
6710,Pavia (Italy),http://id.loc.gov/authorities/names/n79039984,n79039984,http://id.loc.gov/authorities/names/n79039984.marcxml.xml,,
6147,Varese (Italy : Province),http://id.loc.gov/authorities/names/n79100756,n79100756,http://id.loc.gov/authorities/names/n79100756.marcxml.xml,,
3419,Italy$vMaps,http://id.loc.gov/authorities/subjects/sh2008115563,sh2008115563,http://id.loc.gov/authorities/subjects/sh2008115563.marcxml.xml,,
3725,Pompeii (Extinct city),http://id.loc.gov/authorities/subjects/sh85096568,sh85096568,http://id.loc.gov/authorities/subjects/sh85096568.marcxml.xml,,
6626,Novara (Italy : Province),http://id.loc.gov/authorities/names/n79059374,n79059374,http://id.loc.gov/authorities/names/n79059374.marcxml.xml,,
2005,Rome (Italy),http://id.loc.gov/authorities/names/n79018704,n79018704,http://id.loc.gov/authorities/names/n79018704.marcxml.xml,,
3753,Sardinia (Italy),http://id.loc.gov/authorities/names/n79058468,n79058468,http://id.loc.gov/authorities/names/n79058468.marcxml.xml,,
3749,Cagliari (Italy),http://id.loc.gov/authorities/names/n79021085,n79021085,http://id.loc.gov/authorities/names/n79021085.marcxml.xml,,
3751,Cagliari (Italy : Province),http://id.loc.gov/authorities/names/n81090363,n81090363,http://id.loc.gov/authorities/names/n81090363.marcxml.xml,,
3728,Sicily (Italy),http://id.loc.gov/authorities/names/n79018703,n79018703,http://id.loc.gov/authorities/names/n79018703.marcxml.xml,,
3733,Agrigento (Italy),http://id.loc.gov/authorities/names/n82005892,n82005892,http://id.loc.gov/authorities/names/n82005892.marcxml.xml,,
7141,Parco Valle dei Templi (Italy),http://id.loc.gov/authorities/subjects/sh2010013272,sh2010013272,http://id.loc.gov/authorities/subjects/sh2010013272.marcxml.xml,,
6737,Agrigento (Italy : Province),http://id.loc.gov/authorities/names/n82005893,n82005893,http://id.loc.gov/authorities/names/n82005893.marcxml.xml,,
3732,Messina (Italy),http://id.loc.gov/authorities/names/n79046135,n79046135,http://id.loc.gov/authorities/names/n79046135.marcxml.xml,,
3741,Taormina (Italy),http://id.loc.gov/authorities/names/n79145882,n79145882,http://id.loc.gov/authorities/names/n79145882.marcxml.xml,,
6739,Palermo (Italy),http://id.loc.gov/authorities/names/n79043751,n79043751,http://id.loc.gov/authorities/names/n79043751.marcxml.xml,,
3747,Triscina (Italy),http://id.loc.gov/authorities/names/n2004014747,n2004014747,http://id.loc.gov/authorities/names/n2004014747.marcxml.xml,,
3734,Syracuse (Italy),http://id.loc.gov/authorities/names/n81018794,n81018794,http://id.loc.gov/authorities/names/n81018794.marcxml.xml,,
3739,Trapani (Italy),http://id.loc.gov/authorities/names/n81043335,n81043335,http://id.loc.gov/authorities/names/n81043335.marcxml.xml,,
3745,Marsala (Italy),http://id.loc.gov/authorities/names/n79034513,n79034513,http://id.loc.gov/authorities/names/n79034513.marcxml.xml,,
7142,Erice (Italy,http://id.loc.gov/authorities/names/n79065332,n79065332,http://id.loc.gov/authorities/names/n79065332.marcxml.xml,,
3743,Segesta (Extinct city),http://id.loc.gov/authorities/subjects/sh86001590,sh86001590,http://id.loc.gov/authorities/subjects/sh86001590.marcxml.xml,,
6742,Trapani (Italy : Province),http://id.loc.gov/authorities/names/n81043334,n81043334,http://id.loc.gov/authorities/names/n81043334.marcxml.xml,,
2331,Tuscany (Italy),http://id.loc.gov/authorities/names/n79018344,n79018344,http://id.loc.gov/authorities/names/n79018344.marcxml.xml,,
6087,Arezzo (Italy),http://id.loc.gov/authorities/names/n80089408,n80089408,http://id.loc.gov/authorities/names/n80089408.marcxml.xml,,
5622,Cosa (Extinct city),http://id.loc.gov/authorities/subjects/sh85033135,sh85033135,http://id.loc.gov/authorities/subjects/sh85033135.marcxml.xml,,
6082,Florence (Italy),http://id.loc.gov/authorities/names/n79027120,n79027120,http://id.loc.gov/authorities/names/n79027120.marcxml.xml,,
7138,Cosa (Extinct city),http://id.loc.gov/authorities/subjects/sh85033135,sh85033135,http://id.loc.gov/authorities/subjects/sh85033135.marcxml.xml,,
6632,Florence (Italy : Province),http://id.loc.gov/authorities/names/n80070835,n80070835,http://id.loc.gov/authorities/names/n80070835.marcxml.xml,,
3709,Fiesole (Italy),http://id.loc.gov/authorities/names/n80001341,n80001341,http://id.loc.gov/authorities/names/n80001341.marcxml.xml,,
6635,Florence (Italy : Province),http://id.loc.gov/authorities/names/n80070835,n80070835,http://id.loc.gov/authorities/names/n80070835.marcxml.xml,,
7339,Grosseto (Italy : Province),http://id.loc.gov/authorities/names/n81138518,n81138518,http://id.loc.gov/authorities/names/n81138518.marcxml.xml,,
6165,Lazio (Italy),http://id.loc.gov/authorities/names/n79006839,n79006839,http://id.loc.gov/authorities/names/n79006839.marcxml.xml,,
6643,Lucca (Italy),http://id.loc.gov/authorities/names/n79008245,n79008245,http://id.loc.gov/authorities/names/n79008245.marcxml.xml,,
6170,Lucca (Italy : Province),http://id.loc.gov/authorities/names/n80093613,n80093613,http://id.loc.gov/authorities/names/n80093613.marcxml.xml,,
6132,Pistoia (Italy : Province),http://id.loc.gov/authorities/names/n80043608,n80043608,http://id.loc.gov/authorities/names/n80043608.marcxml.xml,,
6628,Prato (Italy),http://id.loc.gov/authorities/names/n80001376,n80001376,http://id.loc.gov/authorities/names/n80001376.marcxml.xml,,
6684,Siena (Italy),http://id.loc.gov/authorities/names/n79013822,n79013822,http://id.loc.gov/authorities/names/n79013822.marcxml.xml,,
6637,Siena (Italy : Province),http://id.loc.gov/authorities/names/n80113649,n80113649,http://id.loc.gov/authorities/names/n80113649.marcxml.xml,,
